Date, level, difference value
30/09/2002, 20, 0.41708374
30/09/2002, 10, -1.151886
30/09/2002, 7, -0.02835083
30/09/2002, 5, 2.1427002
30/09/2002, 3, -0.6930847
30/09/2002, 2, -7.6743774
30/09/2002, 1, 1.4742737
01/10/2002, 100, -0.58258057
01/10/2002, 70, -0.44075012
01/10/2002, 50, 0.0637207
01/10/2002, 30, -0.14253235
01/10/2002, 20, 0.5228424
01/10/2002, 10, -1.5889435
01/10/2002, 7, -0.368042
01/10/2002, 5, 2.348297
01/10/2002, 3, -0.16590881
01/10/2002, 2, -7.9443054
01/10/2002, 1, 1.3137512
02/10/2002, 100, -0.90875244
02/10/2002, 70, -0.67970276
02/10/2002, 50, -0.0973053
02/10/2002, 30, 0.039123535
02/10/2002, 20, 0.77593994
02/10/2002, 10, -1.1461182
02/10/2002, 7, -0.06404114
02/10/2002, 5, 2.1859283
02/10/2002, 3, -0.06904602
02/10/2002, 2, -6.764221
02/10/2002, 1, -0.13973999
03/10/2002, 100, -0.9888153
03/10/2002, 70, -0.6755829
03/10/2002, 50, -0.10102844
03/10/2002, 30, 0.41955566
03/10/2002, 20, 0.6941681
03/10/2002, 10, -0.9895477
03/10/2002, 7, -0.10475159
03/10/2002, 5, 2.1161346
03/10/2002, 3, -0.555542
03/10/2002, 2, -7.2683716
03/10/2002, 1, 0.61553955
04/10/2002, 100, -1.0782928
04/10/2002, 70, -0.66226196
04/10/2002, 50, -0.008331299
04/10/2002, 30, 0.09500122
04/10/2002, 20, 0.7008667
04/10/2002, 10, -0.9728546
04/10/2002, 7, -0.39007568
04/10/2002, 5, 2.0136414
04/10/2002, 3, -0.30758667
04/10/2002, 2, -7.137268
04/10/2002, 1, 0.92248535
05/10/2002, 100, -0.9397125
05/10/2002, 70, -0.5599823
05/10/2002, 50, 0.08630371
05/10/2002, 30, 0.46749878
05/10/2002, 20, 0.9696808
05/10/2002, 10, -0.92822266
05/10/2002, 7, -0.6018982
05/10/2002, 5, 2.0324097
05/10/2002, 3, -0.10290527
05/10/2002, 2, -6.705261
05/10/2002, 1, 0.115448
06/10/2002, 100, -0.93644714
06/10/2002, 70, -0.4934082
06/10/2002, 50, -0.18026733
06/10/2002, 30, 0.518631
06/10/2002, 20, 0.88378906
06/10/2002, 10, -1.1351318
06/10/2002, 7, -0.38676453
06/10/2002, 5, 2.3776855
06/10/2002, 3, -0.06260681
06/10/2002, 2, -6.4937286
06/10/2002, 1, 0.282135
07/10/2002, 100, -1.019455
07/10/2002, 70, -0.7524719
07/10/2002, 50, -0.42887878
07/10/2002, 30, 0.16563416
07/10/2002, 20, 0.42759705
07/10/2002, 10, -0.56033325
07/10/2002, 7, 0.24201965
07/10/2002, 5, 2.0510101
07/10/2002, 3, -0.07489014
07/10/2002, 2, -6.3047028
07/10/2002, 1, 0.34994507
08/10/2002, 100, -1.170517
08/10/2002, 70, -0.9430542
08/10/2002, 50, -0.38264465
08/10/2002, 30, -0.33424377
08/10/2002, 20, -0.10243225
08/10/2002, 10, 0.016525269
08/10/2002, 7, 0.0013580322
08/10/2002, 5, 1.4790955
08/10/2002, 3, 0.07652283
08/10/2002, 2, -5.0541534
08/10/2002, 1, -0.3152771
09/10/2002, 100, -1.2559814
09/10/2002, 70, -0.8958893
09/10/2002, 50, -0.13050842
09/10/2002, 30, -0.109191895
09/10/2002, 20, -0.1940155
09/10/2002, 10, 0.040512085
09/10/2002, 7, 0.19137573
09/10/2002, 5, 1.483902
09/10/2002, 3, -0.085739136
09/10/2002, 2, -5.099869
09/10/2002, 1, -0.4350891
10/10/2002, 100, -1.2163239
10/10/2002, 70, -0.8855133
10/10/2002, 50, -0.1703186
10/10/2002, 30, -0.016677856
10/10/2002, 20, -0.026779175
10/10/2002, 10, -0.1211853
10/10/2002, 7, 0.20799255
10/10/2002, 5, 1.4806671
10/10/2002, 3, -0.027801514
10/10/2002, 2, -4.382721
10/10/2002, 1, -0.83258057
11/10/2002, 100, -1.2369232
11/10/2002, 70, -1.0219574
11/10/2002, 50, -0.31080627
11/10/2002, 30, -0.17668152
11/10/2002, 20, -0.13696289
11/10/2002, 10, -0.15490723
11/10/2002, 7, 0.2874298
11/10/2002, 5, 1.4942932
11/10/2002, 3, -0.06237793
11/10/2002, 2, -4.0463257
11/10/2002, 1, -0.69854736
12/10/2002, 100, -1.0480804
12/10/2002, 70, -1.043869
12/10/2002, 50, -0.27470398
12/10/2002, 30, -0.24240112
12/10/2002, 20, -0.19084167
12/10/2002, 10, -0.25709534
12/10/2002, 7, 0.21435547
12/10/2002, 5, 1.1157379
12/10/2002, 3, 0.2262268
12/10/2002, 2, -3.0817566
12/10/2002, 1, -1.5299072
13/10/2002, 100, -0.9627228
13/10/2002, 70, -1.055481
13/10/2002, 50, -0.3182373
13/10/2002, 30, -0.23918152
13/10/2002, 20, -0.22335815
13/10/2002, 10, -0.17399597
13/10/2002, 7, 0.22113037
13/10/2002, 5, 0.7889404
13/10/2002, 3, 0.23022461
13/10/2002, 2, -2.2202148
13/10/2002, 1, -1.6585388
14/10/2002, 100, -0.9779663
14/10/2002, 70, -1.0638123
14/10/2002, 50, -0.28793335
14/10/2002, 30, -0.17747498
14/10/2002, 20, -0.24497986
14/10/2002, 10, -0.17198181
14/10/2002, 7, 0.05821228
14/10/2002, 5, 0.56427
14/10/2002, 3, 0.4347992
14/10/2002, 2, -1.6171875
14/10/2002, 1, -2.2875366
15/10/2002, 100, -0.9748688
15/10/2002, 70, -1.0922241
15/10/2002, 50, -0.30238342
