Date, level, difference value
16/09/2002, 70, -0.16295624
16/09/2002, 50, -0.19367027
16/09/2002, 30, -0.04322815
16/09/2002, 20, -0.09698486
16/09/2002, 10, -0.20373917
16/09/2002, 7, -0.24672699
16/09/2002, 5, -0.60243607
16/09/2002, 3, -1.1644325
16/09/2002, 2, -0.74674606
16/09/2002, 1, -0.57331085
17/09/2002, 100, 0.17394257
17/09/2002, 70, 0.012748718
17/09/2002, 50, -0.06432724
17/09/2002, 30, -0.011302948
17/09/2002, 20, -0.009811401
17/09/2002, 10, -0.0891037
17/09/2002, 7, -0.10573578
17/09/2002, 5, -0.5137825
17/09/2002, 3, -1.3963318
17/09/2002, 2, -0.7860718
17/09/2002, 1, -0.25009918
18/09/2002, 100, 0.078372955
18/09/2002, 70, 0.0011844635
18/09/2002, 50, -0.103681564
18/09/2002, 30, -0.10181427
18/09/2002, 20, -0.10580444
18/09/2002, 10, -0.2760582
18/09/2002, 7, -0.27153778
18/09/2002, 5, -0.6394234
18/09/2002, 3, -1.4221764
18/09/2002, 2, -0.66695404
18/09/2002, 1, 0.19287872
19/09/2002, 100, 0.4077797
19/09/2002, 70, 0.3733406
19/09/2002, 50, 0.2220726
19/09/2002, 30, 0.18251419
19/09/2002, 20, 0.30913925
19/09/2002, 10, 0.14636612
19/09/2002, 7, 0.119529724
19/09/2002, 5, -0.2605934
19/09/2002, 3, -1.0937195
19/09/2002, 2, -0.41145325
19/09/2002, 1, 0.23265839
20/09/2002, 100, 0.5111599
20/09/2002, 70, 0.35333824
20/09/2002, 50, 0.23744011
20/09/2002, 30, 0.29725647
20/09/2002, 20, 0.14392853
20/09/2002, 10, -0.31672668
20/09/2002, 7, -0.34892654
20/09/2002, 5, -1.0005913
20/09/2002, 3, -1.9837685
20/09/2002, 2, -1.2191582
20/09/2002, 1, -0.62308884
21/09/2002, 100, 0.07180786
21/09/2002, 70, -0.18239594
21/09/2002, 50, -0.3054695
21/09/2002, 30, -0.3291855
21/09/2002, 20, -0.6745758
21/09/2002, 10, -1.2241421
21/09/2002, 7, -1.5535088
21/09/2002, 5, -1.8497791
21/09/2002, 3, -2.0646496
21/09/2002, 2, -1.7199707
21/09/2002, 1, -0.99822426
22/09/2002, 100, -0.112298965
22/09/2002, 70, -0.27684975
22/09/2002, 50, -0.39479828
22/09/2002, 30, -0.61115646
22/09/2002, 20, -0.74574566
22/09/2002, 10, -0.99090004
22/09/2002, 7, -1.1406493
22/09/2002, 5, -1.1300254
22/09/2002, 3, -0.74440503
22/09/2002, 2, -0.45957255
22/09/2002, 1, -0.48261428
23/09/2002, 100, -0.29652023
23/09/2002, 70, -0.4449196
23/09/2002, 50, -0.65341187
23/09/2002, 30, -0.65315485
23/09/2002, 20, -0.7475951
23/09/2002, 10, -0.74152803
23/09/2002, 7, -0.80305433
23/09/2002, 5, -0.6106558
23/09/2002, 3, -0.3857546
23/09/2002, 2, -0.5956602
23/09/2002, 1, -0.16905594
24/09/2002, 100, 0.23194504
24/09/2002, 70, 0.32097054
24/09/2002, 50, 0.2968912
24/09/2002, 30, -0.05682254
24/09/2002, 20, 0.006610155
24/09/2002, 10, -0.3908949
24/09/2002, 7, -0.3071556
24/09/2002, 5, 0.21175385
24/09/2002, 3, 0.3941126
24/09/2002, 2, -0.15839958
24/09/2002, 1, 0.29876518
25/09/2002, 100, 0.5220995
25/09/2002, 70, 0.5151367
25/09/2002, 50, 0.24654293
25/09/2002, 30, 0.026511192
25/09/2002, 20, 0.18562365
25/09/2002, 10, 0.40362263
25/09/2002, 7, 0.25484657
25/09/2002, 5, 0.5775976
25/09/2002, 3, 1.1298122
25/09/2002, 2, 0.3950491
25/09/2002, 1, 1.3970547
26/09/2002, 100, 0.27655983
26/09/2002, 70, 0.37757206
26/09/2002, 50, 0.14642
26/09/2002, 30, -0.03113842
26/09/2002, 20, 0.22907925
26/09/2002, 10, -0.022407532
26/09/2002, 7, -0.17200089
26/09/2002, 5, 0.32790565
26/09/2002, 3, 0.48770714
26/09/2002, 2, 0.030056
26/09/2002, 1, 0.513567
27/09/2002, 100, -0.27269745
27/09/2002, 70, -0.07524872
27/09/2002, 50, -0.22973156
27/09/2002, 30, -0.19012117
27/09/2002, 20, 0.1202507
27/09/2002, 10, 0.2510414
27/09/2002, 7, 0.66228104
27/09/2002, 5, 0.9010544
27/09/2002, 3, 1.365345
27/09/2002, 2, 1.4907322
27/09/2002, 1, 0.4157467
28/09/2002, 100, 0.04197216
28/09/2002, 70, 0.2653556
28/09/2002, 50, 0.05115366
28/09/2002, 30, 0.07722664
28/09/2002, 20, 0.462368
28/09/2002, 10, 0.32294464
28/09/2002, 7, 0.5145683
28/09/2002, 5, 0.8105583
28/09/2002, 3, 0.93603516
28/09/2002, 2, 0.9671135
28/09/2002, 1, 1.1851673
29/09/2002, 100, 0.06971836
29/09/2002, 70, 0.1399684
29/09/2002, 50, 0.16715479
29/09/2002, 30, 0.18449509
29/09/2002, 20, 0.48590922
29/09/2002, 10, 0.5299244
29/09/2002, 7, 0.88587475
29/09/2002, 5, 0.8587589
29/09/2002, 3, 0.29284477
29/09/2002, 2, 0.49271202
29/09/2002, 1, 1.406496
30/09/2002, 100, -0.15265131
30/09/2002, 70, -0.03947544
30/09/2002, 50, 0.047258615
30/09/2002, 30, 0.23625278
30/09/2002, 20, 0.4366368
30/09/2002, 10, 0.53186464
30/09/2002, 7, 0.73614216
30/09/2002, 5, 0.9772606
30/09/2002, 3, 0.96102333
30/09/2002, 2, 0.7952566
30/09/2002, 1, 1.0618048
01/10/2002, 100, 0.26689768
01/10/2002, 70, 0.34815168
01/10/2002, 50, 0.4477415
01/10/2002, 30, 0.49423933
01/10/2002, 20, 0.7502954
01/10/2002, 10, 0.6784493
01/10/2002, 7, 0.6502471
01/10/2002, 5, 0.8988013
01/10/2002, 3, 0.9338331
01/10/2002, 2, 0.373168
01/10/2002, 1, 0.76393414
02/10/2002, 100, -0.08158779
02/10/2002, 70, -0.072013855
02/10/2002, 50, 0.01990509
02/10/2002, 30, 0.20463562
02/10/2002, 20, 0.21728897
02/10/2002, 10, 0.025408745
02/10/2002, 7, -0.002538681
02/10/2002, 5, 0.075512886
02/10/2002, 3, 0.06131679
02/10/2002, 2, -0.51288056
02/10/2002, 1, -0.24859309
03/10/2002, 100, -0.09550953
03/10/2002, 70, -0.043626785
03/10/2002, 50, -0.087677
03/10/2002, 30, -0.0069999695
03/10/2002, 20, -0.0074472427
03/10/2002, 10, -0.27893925
03/10/2002, 7, -0.08133268
03/10/2002, 5, 0.24055839
03/10/2002, 3, -0.031575978
03/10/2002, 2, -0.725713
03/10/2002, 1, -0.85351086
04/10/2002, 100, -0.2324915
04/10/2002, 70, -0.23220253
04/10/2002, 50, -0.3081684
04/10/2002, 30, -0.28077126
04/10/2002, 20, -0.41502
04/10/2002, 10, -0.4376526
04/10/2002, 7, -0.5391207
04/10/2002, 5, -0.35509682
04/10/2002, 3, -0.34391785
04/10/2002, 2, -1.1602782
04/10/2002, 1, -1.1713297
05/10/2002, 100, -0.40371132
05/10/2002, 70, -0.3382988
05/10/2002, 50, -0.2992096
05/10/2002, 30, -0.52028656
05/10/2002, 20, -0.46743202
05/10/2002, 10, -0.34730864
05/10/2002, 7, -0.39234447
05/10/2002, 5, -0.2797432
05/10/2002, 3, -0.1368289
05/10/2002, 2, -0.44000542
05/10/2002, 1, -0.6271421
06/10/2002, 100, -0.25370598
06/10/2002, 70, -0.1177578
06/10/2002, 50, -0.08440018
06/10/2002, 30, -0.3044262
06/10/2002, 20, -0.16725254
06/10/2002, 10, -0.17883825
06/10/2002, 7, -0.18796778
06/10/2002, 5, 0.28099298
06/10/2002, 3, 0.46627373
06/10/2002, 2, -0.50182235
06/10/2002, 1, -0.58881295
07/10/2002, 100, -0.40126324
07/10/2002, 70, -0.29624176
07/10/2002, 50, -0.31194687
07/10/2002, 30, -0.14385223
07/10/2002, 20, -0.062070847
07/10/2002, 10, -0.33189487
07/10/2002, 7, -0.35276318
07/10/2002, 5, -0.06740093
07/10/2002, 3, -0.049191236
07/10/2002, 2, -0.8056258
07/10/2002, 1, -1.0906717
08/10/2002, 100, -0.38005543
08/10/2002, 70, -0.37719536
08/10/2002, 50, -0.44498634
08/10/2002, 30, -0.22088432
08/10/2002, 20, -0.38482285
08/10/2002, 10, -0.50076294
08/10/2002, 7, -0.49506378
08/10/2002, 5, -0.4278965
08/10/2002, 3, -0.52814007
08/10/2002, 2, -0.9468305
08/10/2002, 1, -0.97416985
09/10/2002, 100, -0.07217407
09/10/2002, 70, -0.1803608
09/10/2002, 50, -0.2823925
09/10/2002, 30, -0.13690186
09/10/2002, 20, -0.27910805
09/10/2002, 10, -0.534935
09/10/2002, 7, -0.35966396
09/10/2002, 5, -0.31630135
09/10/2002, 3, -0.54459
09/10/2002, 2, -0.6685765
09/10/2002, 1, -0.42662343
10/10/2002, 100, 0.162117
10/10/2002, 70, 0.01193428
10/10/2002, 50, -0.09531021
10/10/2002, 30, -0.0037288666
10/10/2002, 20, 0.027046204
10/10/2002, 10, -0.26542664
10/10/2002, 7, -0.18318176
10/10/2002, 5, -0.11191082
10/10/2002, 3, -0.6204324
10/10/2002, 2, -0.4671688
10/10/2002, 1, 0.20789021
11/10/2002, 100, 0.09118748
11/10/2002, 70, -0.07554817
11/10/2002, 50, -0.11044121
11/10/2002, 30, 0.034404755
11/10/2002, 20, -0.11737251
11/10/2002, 10, -0.35084152
11/10/2002, 7, -0.23174667
11/10/2002, 5, -0.40956306
11/10/2002, 3, -0.7991276
11/10/2002, 2, -0.7234397
11/10/2002, 1, -0.014895439
12/10/2002, 100, 0.057911873
12/10/2002, 70, -0.06814957
12/10/2002, 50, -0.11477852
12/10/2002, 30, -0.065488815
12/10/2002, 20, -0.27799606
12/10/2002, 10, -0.68933296
12/10/2002, 7, -0.6092968
12/10/2002, 5, -0.76340675
12/10/2002, 3, -1.5039215
12/10/2002, 2, -1.2044849
12/10/2002, 1, -0.17502546
13/10/2002, 100, 0.06593132
13/10/2002, 70, 0.012483597
13/10/2002, 50, -0.056930542
13/10/2002, 30, -0.003791809
13/10/2002, 20, -0.092567444
13/10/2002, 10, -0.4502163
13/10/2002, 7, -0.41561317
13/10/2002, 5, -0.7023144
13/10/2002, 3, -1.5526781
13/10/2002, 2, -0.98442745
13/10/2002, 1, -0.1220541
14/10/2002, 100, 0.0028247833
14/10/2002, 70, -0.08990097
14/10/2002, 50, -0.10983086
14/10/2002, 30, -0.06944084
14/10/2002, 20, -0.19731331
14/10/2002, 10, -0.42803574
14/10/2002, 7, -0.41448402
14/10/2002, 5, -0.632555
14/10/2002, 3, -1.4806557
